"ticket","year","country","error","mape","disper","esg_score","esg_comb","env_pillar","social_pillar","gov_pillar","qanalyst"
"EMAR.DU",2022,"United Arab Emirates",0.912,0.002,0.136,53.28,53.28,40.06,61.18,57.25,8
"EMAR.DU",2023,"United Arab Emirates",0.907,0.002,0.232,48.56,48.56,41.7,57.11,45.73,12
"EMBR3.SA",2014,"Brazil",0,0,0,59.01,40.22,57.03,69.93,45.67,1
"EMBR3.SA",2015,"Brazil",0,0,0,68.73,68.73,63.44,69.02,72.22,1
"EMBR3.SA",2016,"Brazil",0,0,0,67.13,35.65,68.71,62.43,72.34,0
"EMBR3.SA",2017,"Brazil",0,0,0,67.56,64.33,68.32,61.99,74.54,1
"EMBR3.SA",2018,"Brazil",0,0,0,67.44,46.22,60.28,66.86,73.48,1
"EMBR3.SA",2019,"Brazil",0,0,0,73.8,44.4,63.05,76,75.51,1
"EMBR3.SA",2020,"Brazil",0,0,0,60.37,40.48,47.62,61.14,68.68,0
"EMBR3.SA",2021,"Brazil",0,0,0.362,59.76,56.96,47.57,60.58,67.61,4
"EMBR3.SA",2022,"Brazil",0,0,0.33,67.09,67.09,52.13,75.03,67.31,2
"EMBR3.SA",2023,"Brazil",0,0,0.362,15,15,15,17,15,3
"EMIJ.J",2014,"South Africa",0.97,0.002,0.34,20.09,20.09,26.52,17,17.29,0
"EMIJ.J",2015,"South Africa",0,0,0,27.65,27.65,42.16,19.58,18.3,0
"EMIJ.J",2016,"South Africa",0,0,0,25.48,25.48,41.71,18.29,15,0
"EMIJ.J",2017,"South Africa",0,0,0,32.86,32.86,54.55,21.27,18.41,0
"EMIJ.J",2018,"South Africa",0,0,0,44.97,44.97,50.49,26.37,55.97,0
"EMIJ.J",2019,"South Africa",0,0,0,40.35,40.35,46.63,21.08,51.1,0
"EMIJ.J",2020,"South Africa",0,0,0,40.22,40.22,60.26,22.74,33.25,0
"EMIJ.J",2021,"South Africa",0,0,0,55.73,55.73,56.46,32.22,76.95,0
"EMIJ.J",2022,"South Africa",0,0,0,59.15,59.15,67.08,36.91,70.76,0
"EMIJ.J",2023,"South Africa",0,0,0,60.47,60.47,68,35.14,75.45,2
"EMWPF.PK",2014,"United Arab Emirates",0,0,0.362,15,15,15,17,15,2
"EMWPF.PK",2015,"United Arab Emirates",0,0,0.119,15,15,15,17,15,4
"EMWPF.PK",2016,"United Arab Emirates",0,0,0.054,20.23,20.23,15,32.97,15,5
"EMWPF.PK",2017,"United Arab Emirates",0.435,0.002,0.362,17.84,17.84,15,30.43,15,5
"EMWPF.PK",2018,"United Arab Emirates",0.788,0.002,0.302,19.92,19.92,15,34.6,15,4
"EMWPF.PK",2019,"United Arab Emirates",0.987,0.002,0.362,17.33,17.33,15,30.17,15,1
"EMWPF.PK",2020,"United Arab Emirates",0,0,0,25.03,25.03,15,41.57,15,1
"EMWPF.PK",2021,"United Arab Emirates",1.002,0.002,0,15,15,15,17,15,1
"EMWPF.PK",2022,"United Arab Emirates",1,0.002,0,15,15,15,17,15,1
"EMWPF.PK",2023,"United Arab Emirates",1,0.002,0,15,15,15,17,15,1
"ENEV3.SA",2014,"Brazil",0,0,0,26.23,26.23,15,17,66.92,0
"ENEV3.SA",2015,"Brazil",0,0,0,29.22,29.22,15,25.71,67.59,0
"ENEV3.SA",2016,"Brazil",0,0,0,28.36,28.36,15,27.9,60.11,0
"ENEV3.SA",2017,"Brazil",0,0,0,30.86,30.86,15,29.05,66.43,4
"ENEV3.SA",2018,"Brazil",0.997,0.002,0.362,29.41,29.41,15,31.81,59.23,4
"ENEV3.SA",2019,"Brazil",0.97,0.002,0.102,42.87,42.87,28.9,43.68,65.57,4
"ENEV3.SA",2020,"Brazil",1,0.002,0.152,51.62,51.62,36.77,49.82,77,4
"ENEV3.SA",2021,"Brazil",1,0.002,0.184,54.8,54.8,40.2,60.01,72.85,5
"ENEV3.SA",2022,"Brazil",1,0.002,0.1,53.87,53.87,45.99,57.38,62.72,7
"ENEV3.SA",2023,"Brazil",1,0.002,0.232,15,15,15,17,15,5
"ENGI4.SA",2014,"Brazil",2.344,0.002,0.192,15,15,15,17,15,0
"ENGI4.SA",2015,"Brazil",0,0,0,15,15,15,17,15,0
"ENGI4.SA",2016,"Brazil",0,0,0,15,15,15,17,15,0
"ENGI4.SA",2017,"Brazil",0,0,0,15,15,15,17,15,0
"ENGI4.SA",2018,"Brazil",0,0,0,29.27,29.27,27.15,33.78,26.99,0
"ENGI4.SA",2019,"Brazil",0,0,0,39.17,39.17,35.99,33.84,51.51,0
"ENGI4.SA",2020,"Brazil",0,0,0,41.76,41.76,37.93,36.21,55.49,0
"ENGI4.SA",2021,"Brazil",0,0,0,46.59,46.59,45.83,41.07,55.08,0
"ENGI4.SA",2022,"Brazil",0,0,0,15,15,15,17,15,5
"ENGI4.SA",2023,"Brazil",0,0,0.114,15,15,15,17,15,0
"ENJSA.IS",2014,"Turkey",1,0.002,0.362,15,15,15,17,15,0
"ENJSA.IS",2015,"Turkey",0,0,0,15,15,15,17,15,0
"ENJSA.IS",2016,"Turkey",0,0,0,15,15,15,17,15,0
"ENJSA.IS",2017,"Turkey",0,0,0,15,15,15,17,15,0
"ENJSA.IS",2018,"Turkey",0,0,0,53.38,53.38,51.88,60.07,47.23,3
"ENJSA.IS",2019,"Turkey",2.344,0.002,0.047,59.48,59.48,45.13,68.44,72.22,3
"ENJSA.IS",2020,"Turkey",0.427,0.002,0.059,74,74,74,76,77,4
"ENJSA.IS",2021,"Turkey",0.632,0.002,0.044,74,74,74,76,77,5
"ENJSA.IS",2022,"Turkey",0.839,0.002,0.03,74,74,74,76,77,2
"ENJSA.IS",2023,"Turkey",0.855,0.002,0.018,15,15,15,17,15,3
"ENKAI.IS",2014,"Turkey",1.689,0.002,0.115,15.85,15.85,15,17,45.8,10
"ENKAI.IS",2015,"Turkey",1.686,0.002,0.147,17.53,17.53,15,17,45.51,13
"ENKAI.IS",2016,"Turkey",1.113,0.002,0.083,15.36,15.36,15,18.6,31.92,11
"ENKAI.IS",2017,"Turkey",1.203,0.002,0.129,30.23,30.23,22.59,30.82,40.11,9
"ENKAI.IS",2018,"Turkey",0.416,0.002,0.092,74,74,74,76,48.54,4
"ENKAI.IS",2019,"Turkey",0.233,0.002,0.141,74,74,74,76,55.81,3
"ENKAI.IS",2020,"Turkey",0.076,0.002,0.097,74,74,74,76,76.62,3
"ENKAI.IS",2021,"Turkey",0,0,0.032,74,74,74,76,66.34,2
"ENKAI.IS",2022,"Turkey",0.554,0.002,0.362,74,74,74,76,77,2
"ENKAI.IS",2023,"Turkey",0,0,0,15,15,15,17,15,2
"EOHJ.J",2014,"South Africa",0.698,0.002,0.284,44.14,44.14,21.72,19.82,71.82,0
"EOHJ.J",2015,"South Africa",0,0,0,39.03,39.03,17.54,18.08,63.51,0
"EOHJ.J",2016,"South Africa",0,0,0,41.1,41.1,44.18,25.96,53.22,0
"EOHJ.J",2017,"South Africa",0,0,0,31.48,26.64,41.5,29.68,30.03,0
"EOHJ.J",2018,"South Africa",0,0,0,43.4,43.4,40.06,29.4,56.45,1
"EOHJ.J",2019,"South Africa",2.293,0.002,0,43.93,43.93,43.64,48.44,40.13,0
"EOHJ.J",2020,"South Africa",0,0,0,60.28,60.28,41.7,47.79,76.69,0
"EOHJ.J",2021,"South Africa",0,0,0,59.66,44.94,40.43,45.87,77,0
"EOHJ.J",2022,"South Africa",0,0,0,60.77,60.77,40.77,43.58,77,1
"EOHJ.J",2023,"South Africa",0.788,0.002,0,45.01,45.01,39.61,32.07,57.83,1
"EPG.BK",2014,"Thailand",0,0,0.065,15,15,15,17,15,0
"EPG.BK",2015,"Thailand",0,0,0,15,15,15,17,15,1
"EPG.BK",2016,"Thailand",0,0,0,15,15,15,17,15,6
"EPG.BK",2017,"Thailand",0,0,0.072,15,15,15,17,15,4
"EPG.BK",2018,"Thailand",0,0,0.134,15,15,15,17,15,4
"EPG.BK",2019,"Thailand",0,0,0.075,15,15,15,17,15,4
"EPG.BK",2020,"Thailand",1,0.002,0.088,27.99,27.99,21.72,25.35,43.56,4
"EPG.BK",2021,"Thailand",1,0.002,0.067,45.1,45.1,34.63,57.11,43.22,3
"EPG.BK",2022,"Thailand",1,0.002,0.073,47.24,47.24,35.28,60.67,45.59,7
"EPG.BK",2023,"Thailand",1,0.002,0.042,60.7,60.7,66.6,69.34,35.62,7
"EQTL3.SA",2014,"Brazil",1,0.002,0.064,15,15,15,17,15,7
"EQTL3.SA",2015,"Brazil",1,0.002,0.362,15,15,15,17,15,10
"EQTL3.SA",2016,"Brazil",0,0,0.247,15,15,15,17,20.48,9
"EQTL3.SA",2017,"Brazil",0.998,0.002,0.137,15,15,15,17,15,10
"EQTL3.SA",2018,"Brazil",0,0,0.1,15,15,15,23.9,18.02,10
"EQTL3.SA",2019,"Brazil",0,0,0.232,22.97,22.97,15,34.11,23.24,9
"EQTL3.SA",2020,"Brazil",0,0,0.193,45.26,45.26,28.56,72.12,38.75,10
"EQTL3.SA",2021,"Brazil",0,0,0.27,58.98,58.98,35.06,73.39,77,12
"EQTL3.SA",2022,"Brazil",0,0,0.211,72.04,72.04,52.4,76,77,11
"EQTL3.SA",2023,"Brazil",0,0,0.269,74,74,65.16,76,77,8
"EQUJ.J",2014,"South Africa",1,0.002,0.091,15,15,15,17,15,0
"EQUJ.J",2015,"South Africa",0,0,0,15,15,15,17,15,0
"EQUJ.J",2016,"South Africa",0,0,0,15,15,15,17,15,0
"EQUJ.J",2017,"South Africa",0,0,0,15,15,15,17,15,0
"EQUJ.J",2018,"South Africa",0,0,0,15,15,15,17,15,2
"EQUJ.J",2019,"South Africa",1,0.002,0,15,15,15,17,15,3
"EQUJ.J",2020,"South Africa",1,0.002,0.19,45.14,45.14,29.81,63.97,45.33,3
"EQUJ.J",2021,"South Africa",1,0.002,0.089,32.98,32.98,27.53,60.26,15,5
"EQUJ.J",2022,"South Africa",1,0.002,0.016,59.26,59.26,57.15,60.9,60.2,4
"EQUJ.J",2023,"South Africa",1,0.002,0.02,49.25,49.25,56.04,56.99,34.06,4
"EREGL.IS",2014,"Turkey",2.344,0.002,0.085,31.45,31.45,21.55,33.67,42,13
"EREGL.IS",2015,"Turkey",0,0,0.103,34.58,34.58,26.85,34.55,45.7,13
"EREGL.IS",2016,"Turkey",0,0,0.144,59.22,59.22,61.12,49.41,72.58,14
"EREGL.IS",2017,"Turkey",2.344,0.002,0.093,66.24,66.24,66.26,62.47,72.37,12
"EREGL.IS",2018,"Turkey",1,0.002,0.053,64.01,64.01,61.64,62.26,70.27,7
"EREGL.IS",2019,"Turkey",1,0.002,0.064,66.9,66.9,72.59,66.25,59.82,10
"EREGL.IS",2020,"Turkey",1,0.002,0.169,74,74,74,74.9,73.53,10
"EREGL.IS",2021,"Turkey",1,0.002,0.161,73.51,73.51,66.17,72.97,77,13
"EREGL.IS",2022,"Turkey",1,0.002,0.092,69.22,69.22,64.33,74.63,67.38,11
"EREGL.IS",2023,"Turkey",1,0.002,0.362,63.39,63.39,60.73,69.26,57.6,8
"ERW.BK",2014,"Thailand",1,0.002,0.362,15,15,15,17,15,9
"ERW.BK",2015,"Thailand",0.999,0.002,0.112,15,15,15,17,15,12
"ERW.BK",2016,"Thailand",0.999,0.002,0.134,15,15,15,17,15,13
"ERW.BK",2017,"Thailand",1.002,0.002,0.049,15,15,15,17,15,12
"ERW.BK",2018,"Thailand",1.001,0.002,0.068,15,15,15,17,15,17
"ERW.BK",2019,"Thailand",1.002,0.002,0.109,28.19,28.19,15,22.28,59.58,15
"ERW.BK",2020,"Thailand",1.007,0.002,0.232,40.53,40.53,36.75,23.95,68.81,14
"ERW.BK",2021,"Thailand",1.006,0.002,0.233,49.75,49.75,46.06,42.75,63.58,15
"ERW.BK",2022,"Thailand",1.001,0.002,0.22,58.56,58.56,53.38,57.68,64.54,11
"ERW.BK",2023,"Thailand",0.997,0.002,0.13,15,15,15,17,15,14
"EVEN3.SA",2014,"Brazil",0,0,0.362,59.49,59.49,73.34,62.25,43.06,10
"EVEN3.SA",2015,"Brazil",0,0,0.051,59.54,59.54,68.28,61.61,48.83,9
"EVEN3.SA",2016,"Brazil",0,0,0.111,44.37,44.37,39,38.8,55.7,9
"EVEN3.SA",2017,"Brazil",0.934,0.002,0.226,33.98,33.98,34.56,38.29,28.74,8
"EVEN3.SA",2018,"Brazil",0,0,0.362,30.37,30.37,34.99,33.22,22.77,7
"EVEN3.SA",2019,"Brazil",0,0,0.259,24.26,24.26,31.59,17,32.71,8
"EVEN3.SA",2020,"Brazil",1,0.002,0.155,16.56,16.56,33.52,17,15,7
"EVEN3.SA",2021,"Brazil",1,0.002,0.362,28.95,28.95,52.39,30.61,15,7
"EVEN3.SA",2022,"Brazil",1,0.002,0.038,15,15,15,17,15,5
"EVEN3.SA",2023,"Brazil",1,0.002,0.289,15,15,15,17,15,4
"EXXJ.J",2014,"South Africa",1,0.002,0.1,64.44,64.44,74,73.77,32.53,7
"EXXJ.J",2015,"South Africa",1.001,0.002,0.044,61.43,40.71,74,76,23.6,11
"EXXJ.J",2016,"South Africa",1,0.002,0.254,61.13,61.13,74,69.09,27.35,11
"EXXJ.J",2017,"South Africa",1,0.002,0.148,68.54,68.54,74,76,40.24,8
"EXXJ.J",2018,"South Africa",0.999,0.002,0.103,64.32,64.32,74,75.65,34.69,7
"EXXJ.J",2019,"South Africa",1,0.002,0.123,61.48,61.48,74,74.55,26.48,9
"EXXJ.J",2020,"South Africa",0.999,0.002,0.242,62.76,62.76,74,76,25.47,8
"EXXJ.J",2021,"South Africa",0,0,0.082,64.37,64.37,74,76,19.8,6
"EXXJ.J",2022,"South Africa",0.999,0.002,0.035,69.64,69.64,74,76,41.1,7
"EXXJ.J",2023,"South Africa",0.999,0.002,0.03,64.61,64.61,70.71,76,35.39,8
"EZTC3.SA",2014,"Brazil",1,0.002,0.362,15,15,15,17,15,10
"EZTC3.SA",2015,"Brazil",1,0.002,0.026,15,15,15,17,15,9
"EZTC3.SA",2016,"Brazil",1,0.002,0.041,15,15,15,17,15,8
"EZTC3.SA",2017,"Brazil",0,0,0.067,15,15,15,17,15,9
"EZTC3.SA",2018,"Brazil",0.526,0.002,0.049,15,15,15,17,15,8
"EZTC3.SA",2019,"Brazil",0.903,0.002,0.277,27.76,27.76,20.81,17,54.28,8
"EZTC3.SA",2020,"Brazil",0.77,0.002,0.148,24.45,24.45,24.82,17,44.08,7
"EZTC3.SA",2021,"Brazil",0.67,0.002,0.041,23.98,23.98,21.99,17,40.38,9
"EZTC3.SA",2022,"Brazil",0.684,0.002,0.045,23.32,23.32,25.59,17,36,10
"EZTC3.SA",2023,"Brazil",0.671,0.002,0.257,15,15,15,17,15,6
"FBRJ.J",2014,"South Africa",0,0,0,22.21,22.21,15,38.87,17.2,0
"FBRJ.J",2015,"South Africa",0,0,0,34.45,34.45,22.8,48.53,23.8,0
"FBRJ.J",2016,"South Africa",0,0,0,36.25,36.25,18.14,54,25.93,0
"FBRJ.J",2017,"South Africa",0,0,0,33.26,33.26,16.51,53.39,18.15,1
"FBRJ.J",2018,"South Africa",0,0,0,45.07,45.07,22.85,55.56,49.33,0
"FBRJ.J",2019,"South Africa",0,0,0,46.24,46.24,20.63,55.54,55.33,0
"FBRJ.J",2020,"South Africa",0,0,0,35.04,35.04,25.98,46.32,26.28,0
"FBRJ.J",2021,"South Africa",0,0,0,45.2,45.2,36.33,41.52,58.68,0
"FBRJ.J",2022,"South Africa",0,0,0,51.1,51.1,59.29,51.6,42.97,0
"FBRJ.J",2023,"South Africa",0,0,0.042,43.08,43.08,56.75,48.92,22,2
"FEMSAUBD.MX",2014,"Mexico",2.344,0.002,0.362,74,74,74,76,65.83,13
"FEMSAUBD.MX",2015,"Mexico",0.738,0.002,0.063,74,74,74,75.71,66.23,14
"FEMSAUBD.MX",2016,"Mexico",0.76,0.002,0.125,74,74,74,76,59.41,11
"FEMSAUBD.MX",2017,"Mexico",0.857,0.002,0.083,74,74,74,76,61.71,11
"FEMSAUBD.MX",2018,"Mexico",1.143,0.002,0.163,74,74,73.66,76,62.21,13
"FEMSAUBD.MX",2019,"Mexico",1.116,0.002,0.077,71.37,71.37,68.44,76,51.9,11
"FEMSAUBD.MX",2020,"Mexico",0.315,0.002,0.074,67.53,67.1,65.21,76,49.36,12
"FEMSAUBD.MX",2021,"Mexico",0.862,0.002,0.331,68.39,68.39,74,76,31.15,12
"FEMSAUBD.MX",2022,"Mexico",2.187,0.002,0.187,74,74,74,76,64.35,12
"FEMSAUBD.MX",2023,"Mexico",0,0,0.057,15,15,15,17,15,9
"FFBJ.J",2014,"South Africa",1.07,0.002,0.041,15,15,15,17,15,0
"FFBJ.J",2015,"South Africa",0,0,0,15,15,15,17,15,1
"FFBJ.J",2016,"South Africa",0.817,0.002,0,28.7,28.7,15,28.07,50.17,2
"FFBJ.J",2017,"South Africa",0.788,0.002,0,24.29,24.29,15,19.29,48.44,4
"FFBJ.J",2018,"South Africa",0.637,0.002,0.098,36.46,36.46,26.49,19.47,64.77,2
"FFBJ.J",2019,"South Africa",0.48,0.002,0.006,47.23,47.23,46.89,28.6,68.06,1
"FFBJ.J",2020,"South Africa",0.82,0.002,0,46.26,46.26,57.9,38.26,43.81,3
"FFBJ.J",2021,"South Africa",1.517,0.002,0.013,47.41,47.41,57.42,32.61,53.92,3
"FFBJ.J",2022,"South Africa",0.98,0.002,0,49.22,49.22,57.51,41.63,49.52,3
"FFBJ.J",2023,"South Africa",1.004,0.002,0.362,39.05,39.05,49.19,37.43,30.64,4
"FGVH.KL",2014,"Malaysia",0.906,0.002,0.155,37.66,37.66,22.99,49.81,32.81,13
"FGVH.KL",2015,"Malaysia",0.998,0.002,0.11,36.12,36.12,31.84,47.24,21.63,13
"FGVH.KL",2016,"Malaysia",1,0.002,0.362,41.48,36.48,34.16,49.91,34.96,15
"FGVH.KL",2017,"Malaysia",1,0.002,0.362,38.55,38.55,28.66,46.17,36.26,11
"FGVH.KL",2018,"Malaysia",1,0.002,0.362,47.52,41,28.55,48.61,66.5,11
"FGVH.KL",2019,"Malaysia",0,0,0.362,46.35,46.35,29.3,47.84,62.51,11
"FGVH.KL",2020,"Malaysia",1.247,0.002,0.362,57.09,57.09,61.07,49.37,66.08,10
"FGVH.KL",2021,"Malaysia",0.951,0.002,0.362,63.19,63.19,57.34,54.66,77,10
"FGVH.KL",2022,"Malaysia",0.774,0.002,0.232,64.89,64.89,67.32,52.84,77,11
"FGVH.KL",2023,"Malaysia",0.153,0.002,0.111,15,15,15,17,15,7
"FIBRAMQ12.MX",2014,"Mexico",0.922,0.002,0.078,15,15,15,17,15,11
"FIBRAMQ12.MX",2015,"Mexico",0.855,0.002,0.217,15,15,15,17,15,11
"FIBRAMQ12.MX",2016,"Mexico",0.805,0.002,0.362,15,15,15,17,15,10
"FIBRAMQ12.MX",2017,"Mexico",0.845,0.002,0.345,15,15,15,17,15,11
"FIBRAMQ12.MX",2018,"Mexico",0.827,0.002,0.214,37.83,37.83,23.31,54.66,38.97,9
"FIBRAMQ12.MX",2019,"Mexico",0.687,0.002,0.243,44.5,44.5,31.96,70.81,34.43,10
"FIBRAMQ12.MX",2020,"Mexico",1.197,0.002,0.362,45.2,45.2,48.76,58.19,28.84,8
"FIBRAMQ12.MX",2021,"Mexico",0.737,0.002,0.362,51.92,51.92,55.43,65.15,35.39,7
"FIBRAMQ12.MX",2022,"Mexico",0.8,0.002,0.362,54.65,54.65,60.5,63.34,39.66,9
"FIBRAMQ12.MX",2023,"Mexico",0.188,0.002,0.23,15,15,15,17,15,6
"FLRY3.SA",2014,"Brazil",0.993,0.002,0.362,15,15,15,17,15,9
"FLRY3.SA",2015,"Brazil",0.971,0.002,0.168,15,15,15,17,15,11
"FLRY3.SA",2016,"Brazil",0.982,0.002,0.181,15,15,15,17,15,9
"FLRY3.SA",2017,"Brazil",0.946,0.002,0.133,60.3,60.3,69.77,76,24.9,9
"FLRY3.SA",2018,"Brazil",0.861,0.002,0.074,74,74,74,76,60.41,9
"FLRY3.SA",2019,"Brazil",0.936,0.002,0.011,74,74,74,76,60.93,7
"FLRY3.SA",2020,"Brazil",0.862,0.002,0.043,74,74,74,76,59.15,9
"FLRY3.SA",2021,"Brazil",0.963,0.002,0.141,74,74,74,76,61.05,11
"FLRY3.SA",2022,"Brazil",0.577,0.002,0.157,74,74,74,76,63.49,11
"FLRY3.SA",2023,"Brazil",0.941,0.002,0.126,15,15,15,17,15,7
"FRES.L",2014,"Mexico",0,0,0.076,65.33,65.33,59.22,52.9,77,17
"FRES.L",2015,"Mexico",0,0,0.231,71.03,71.03,69.34,58.03,77,16
"FRES.L",2016,"Mexico",0.989,0.002,0.248,74,74,70.37,76,77,16
"FRES.L",2017,"Mexico",0.972,0.002,0.214,60.49,60.49,61.87,76,29.68,16
"FRES.L",2018,"Mexico",0.959,0.002,0.096,58.06,58.06,51.59,75.52,38.72,16
"FRES.L",2019,"Mexico",0.969,0.002,0.105,57.7,57.7,48.13,75.44,42.32,15
"FRES.L",2020,"Mexico",0.988,0.002,0.188,60.33,60.33,47.55,76,45.1,15
"FRES.L",2021,"Mexico",0.973,0.002,0.181,60.77,60.77,45.44,76,50.88,14
"FRES.L",2022,"Mexico",0.97,0.002,0.132,57.85,57.85,43.25,76,42.21,14
"FRES.L",2023,"Mexico",0.992,0.002,0.362,56.14,46.52,41.06,75.53,45.99,10
"FROTO.IS",2014,"Turkey",0.961,0.002,0.184,59.98,59.98,52.31,72.87,48.74,17
"FROTO.IS",2015,"Turkey",0.961,0.002,0.056,66.28,62.95,73.7,69.32,50.7,16
"FROTO.IS",2016,"Turkey",0,0,0.071,63.78,63.78,73.18,68.41,42.71,17
"FROTO.IS",2017,"Turkey",2.344,0.002,0.074,69.18,69.18,74,69.15,55.38,16
"FROTO.IS",2018,"Turkey",2.344,0.002,0.073,72.08,72.08,74,66.1,71.55,12
"FROTO.IS",2019,"Turkey",1.718,0.002,0.103,64.31,64.31,63.05,73.53,50.38,10
"FROTO.IS",2020,"Turkey",2.236,0.002,0.158,74,74,74,76,64.65,11
"FROTO.IS",2021,"Turkey",2.238,0.002,0.09,74,74,74,76,52,10
"FROTO.IS",2022,"Turkey",2.344,0.002,0.048,74,74,74,76,51.65,6
"FROTO.IS",2023,"Turkey",2.344,0.002,0.153,15,15,15,17,15,5
"FUNO11.MX",2014,"Mexico",1,0.002,0.271,17.55,17.55,15,17,46.39,13
"FUNO11.MX",2015,"Mexico",1,0.002,0.239,26.95,26.95,17.79,19.45,44.67,12
"FUNO11.MX",2016,"Mexico",1,0.002,0.146,50.53,50.53,49.12,35.68,66.11,10
"FUNO11.MX",2017,"Mexico",1,0.002,0.186,65.92,65.92,64.7,59.33,73.53,11
"FUNO11.MX",2018,"Mexico",0.296,0.002,0.265,71.72,71.72,71.21,68.77,75.08,12
"FUNO11.MX",2019,"Mexico",0.087,0.002,0.237,74,74,74,74.72,72.52,11
"FUNO11.MX",2020,"Mexico",0.208,0.002,0.244,74,74,74,76,77,8
"FUNO11.MX",2021,"Mexico",0.648,0.002,0.362,74,74,74,76,77,7
"FUNO11.MX",2022,"Mexico",0.613,0.002,0.362,74,74,74,76,77,10
"FUNO11.MX",2023,"Mexico",0.356,0.002,0.308,15,15,15,17,15,4
"GAPB.MX",2014,"Mexico",0,0,0,24.09,24.09,15,17,51.94,7
"GAPB.MX",2015,"Mexico",1,0.002,0.042,21.71,21.71,15,17,46.95,14
"GAPB.MX",2016,"Mexico",1,0.002,0.153,27,27,15,17,62.62,13
"GAPB.MX",2017,"Mexico",1,0.002,0.093,27.61,27.61,15,17,64.96,10
"GAPB.MX",2018,"Mexico",1,0.002,0.072,31.29,31.29,15.59,17,74.58,16
"GAPB.MX",2019,"Mexico",1,0.002,0.049,32.61,32.61,19.45,22.63,61.34,14
"GAPB.MX",2020,"Mexico",1,0.002,0.045,44.25,44.25,24.12,42.53,67.67,14
"GAPB.MX",2021,"Mexico",1,0.002,0.204,41.65,41.65,27.97,31.53,71.12,13
"GAPB.MX",2022,"Mexico",0,0,0.16,57.95,57.95,53.32,55.65,66.21,11
"GAPB.MX",2023,"Mexico",0,0,0.05,59.3,59.3,56.6,51.93,73.28,10
"GCARSOA1.MX",2014,"Mexico",2.344,0.002,0.156,15,15,15,17,21.76,4
"GCARSOA1.MX",2015,"Mexico",0.84,0.002,0.262,15,15,15,17,22.74,3
"GCARSOA1.MX",2016,"Mexico",0,0,0,15,15,15,22.14,22.3,0
"GCARSOA1.MX",2017,"Mexico",0,0,0,20.67,20.67,15,34.06,22.08,0
"GCARSOA1.MX",2018,"Mexico",0.904,0.002,0,28.06,28.06,26.57,22.55,39.23,1
"GCARSOA1.MX",2019,"Mexico",0.92,0.002,0,22.07,22.07,21.1,17.62,30.73,1
"GCARSOA1.MX",2020,"Mexico",2.344,0.002,0,24.28,24.28,19.6,32.15,18.33,1
"GCARSOA1.MX",2021,"Mexico",2.344,0.002,0,21.73,21.73,15,24.48,28.96,1
"GCARSOA1.MX",2022,"Mexico",2.344,0.002,0,18.4,18.4,15,23.54,23.64,1
"GCARSOA1.MX",2023,"Mexico",2.344,0.002,0.039,15,15,15,17,15,2
"GCC.MX",2014,"Mexico",0,0,0.251,15,15,15,17,15,0
"GCC.MX",2015,"Mexico",0,0,0,15,15,15,17,15,0
"GCC.MX",2016,"Mexico",0,0,0,15,15,15,17,15,0
"GCC.MX",2017,"Mexico",0,0,0,49.62,49.62,57.37,48.27,37.87,4
"GCC.MX",2018,"Mexico",0,0,0.063,50.01,50.01,62.12,44.68,36.23,8
"GCC.MX",2019,"Mexico",0,0,0.362,50.97,50.97,64.33,51.2,27.05,5
"GCC.MX",2020,"Mexico",0,0,0.07,52.33,52.33,67.39,55.05,21.85,10
"GCC.MX",2021,"Mexico",0,0,0.197,60.78,60.78,64.19,68.49,43.77,8
"GCC.MX",2022,"Mexico",0.531,0.002,0.053,62.97,62.97,69.22,65.15,48.81,8
"GCC.MX",2023,"Mexico",0.234,0.002,0.059,15,15,15,17,15,9
"GFIJ.J",2014,"South Africa",0.987,0.002,0.193,71.23,71.23,73.21,65.16,77,12
"GFIJ.J",2015,"South Africa",0.991,0.002,0.242,73.8,73.8,72.69,73.81,75.37,14
"GFIJ.J",2016,"South Africa",0.973,0.002,0.146,74,74,74,76,73.09,14
"GFIJ.J",2017,"South Africa",0.98,0.002,0.191,74,74,74,76,73.84,13
"GFIJ.J",2018,"South Africa",1.043,0.002,0.362,74,74,74,76,76.64,11
"GFIJ.J",2019,"South Africa",0.979,0.002,0.321,74,74,74,76,60.97,10
"GFIJ.J",2020,"South Africa",0.96,0.002,0.262,74,74,74,76,56.81,11
"GFIJ.J",2021,"South Africa",0.911,0.002,0.08,74,74,74,76,52.41,8
"GFIJ.J",2022,"South Africa",0.591,0.002,0.1,74,74,74,76,75.42,8
"GFIJ.J",2023,"South Africa",0.677,0.002,0.135,74,74,74,76,62.12,8
"GFPT.BK",2014,"Thailand",1,0.002,0.022,15,15,15,17,15,10
"GFPT.BK",2015,"Thailand",1,0.002,0.007,15,15,15,17,15,9
"GFPT.BK",2016,"Thailand",1,0.002,0.072,15,15,15,17,15,11
"GFPT.BK",2017,"Thailand",1,0.002,0.027,15,15,15,17,15,11
"GFPT.BK",2018,"Thailand",1.798,0.002,0.047,15,15,15,17,15,9
"GFPT.BK",2019,"Thailand",0,0,0.057,58.7,58.7,35.56,69.07,66.25,9
"GFPT.BK",2020,"Thailand",0,0,0.07,57.56,57.56,36.56,65.89,66.26,6
"GFPT.BK",2021,"Thailand",0,0,0.362,57.89,57.89,37.46,68.59,61.9,7
"GFPT.BK",2022,"Thailand",0,0,0.021,60.36,60.36,45.9,71.29,57.38,9
